Day,Number of Bicycle Hires,Month,Number of Bicycle Hires.1,Year,Number of Bicycle Hires.2,Month.1,Average Hire Time (mins)
2010-09-06,16841,2013-09-01,701724.0,-0.22388970917597092,-0.3087450561249871,2013-09-01,19.112441643723173
2010-09-07,25361,2013-10-01,674154.0,-0.03928895121158746,-0.21323287421837253,2013-10-01,16.818470260504277
2010-09-08,18727,2013-11-01,514146.0,-0.23734636299717868,-0.29267994051394086,2013-11-01,14.728460398408233
2010-09-09,20774,2013-12-01,443942.0,-0.13654487246813163,-0.13536432405481416,2013-12-01,18.368140432759237
2010-09-10,19532,2014-01-01,493870.0,0.11246514184285335,-0.12680409272457563,2014-01-01,15.485591349950392
2010-09-11,13383,2014-02-01,522940.0,0.05886164375240448,0.012296065723555329,2014-02-01,17.082690174781046
2010-09-12,14002,2014-03-01,757864.0,0.4492370061574942,0.5018776839981689,2014-03-01,19.889820601057718
2010-09-13,18037,2014-04-01,805571.0,0.06294928905450055,0.22384424897072452,2014-04-01,20.568281380536288
2010-09-14,17026,2014-05-01,890709.0,0.1056865254583395,0.18771651905367673,2014-05-01,20.820644003821677
2010-09-15,20890,2014-06-01,1052573.0,0.18172489556072746,0.29367366779289383,2014-06-01,21.062662637175766
2010-09-16,20433,2014-07-01,1183182.0,0.12408545535559054,0.18465689783780806,2014-07-01,21.620545275367608
2010-09-17,20488,2014-08-01,1055206.0,-0.1081625650153569,0.16706316947868452,2014-08-01,22.15144436252258
2010-09-18,15495,2014-09-01,1058684.0,0.003296038877716768,0.5086900262781379,2014-09-01,19.185385818620098
2010-09-19,11492,2014-10-01,907998.0,-0.14233331192310453,0.34687029966446836,2014-10-01,17.92895689197553
2010-09-20,20169,2014-11-01,715447.0,-0.21206103978202595,0.3915249753960937,2014-11-01,16.470880442576455
2010-09-21,22906,2014-12-01,579853.0,-0.18952347273802253,0.3061458478810295,2014-12-01,17.98138838636689
2010-09-22,23905,2015-01-01,583663.0,0.006570630832297151,0.18181505254419178,2015-01-01,15.270159321389226
2010-09-23,17729,2015-02-01,549278.0,-0.05891242035215527,0.050365242666462695,2015-02-01,15.348066006648727
2010-09-24,18053,2015-03-01,701384.0,0.27691988392034633,-0.0745252446349213,2015-03-01,16.64471673149088
2010-09-25,14010,2015-04-01,838543.0,0.1955547888175379,0.04092997389429361,2015-04-01,20.070469850681484
2010-09-26,7890,2015-05-01,899969.0,0.07325324998240997,0.010396212455470866,2015-05-01,20.652083571767474
2010-09-27,18789,2015-06-01,1039768.0,0.15533757273861656,-0.012165427006012884,2015-06-01,20.66863184864316
2010-09-28,21554,2015-07-01,1134816.0,0.09141269975609943,-0.040877903822066256,2015-07-01,22.927486922990152
2010-09-29,13899,2015-08-01,1042932.0,-0.08096819220032146,-0.01163185197961346,2015-08-01,24.0932879612477
2010-09-30,21823,2015-09-01,903429.0,-0.13376039856865068,-0.14664904730778966,2015-09-01,19.0
2010-10-01,11424,2015-10-01,885375.0,-0.019983861487731742,-0.024915253117297614,2015-10-01,18.6376699138783
2010-10-02,10704,2015-11-01,684518.0,-0.226860934632218,-0.04323031615200008,2015-11-01,15.882752535360648
2010-10-03,8237,2015-12-01,608164.0,-0.11154418145322695,0.04882444343652615,2015-12-01,18.138028558086308
2010-10-04,23688,2016-01-01,586325.0,-0.03590972171979927,0.004560851039041364,2016-01-01,15.618073593996506
2010-10-05,22054,2016-02-01,597641.0,0.019299876348441564,0.08804831069148955,2016-02-01,15.544289966719148
2010-10-06,20114,2016-03-01,664485.0,0.11184640946655267,-0.05260884194677951,2016-03-01,16.805243158235324
2010-10-07,24072,2016-04-01,763308.0,0.14872119009458454,-0.08972109957390378,2016-04-01,18.49145823180158
2010-10-08,22886,2016-05-01,1013666.0,0.3279907979478795,0.12633435151655223,2016-05-01,20.89875757892639
2010-10-09,14463,2016-06-01,963232.0,-0.049754061002342,-0.07360872810088405,2016-06-01,19.261604680907613
2010-10-10,14871,2016-07-01,1188428.0,0.23379206670874722,0.04724290105180047,2016-07-01,22.59931859565745
2010-10-11,21986,2016-08-01,1158393.0,-0.025272881487140995,0.1107080806802361,2016-08-01,22.466630927500432
2010-10-12,23016,2016-09-01,1053039.0,-0.09094840870067412,0.16560238823416118,2016-09-01,18.975128176639235
2010-10-13,22251,2016-10-01,945143.0,-0.10246154226006825,0.06750585909925173,2016-10-01,17.256973812428384
2010-10-14,21582,2016-11-01,711002.0,-0.24773076666705462,0.038689997925547615,2016-11-01,15.076846478631568
2010-10-15,20934,2016-12-01,658975.0,-0.07317419641576255,0.08354818765990753,2016-12-01,17.773194734246367
2010-10-16,12735,2017-01-01,638491.0,-0.031084639022724687,0.08897113375687546,2017-01-01,18.442106466653403
2010-10-17,12764,2017-02-01,618550.0,-0.03123145040415605,0.03498588617581458,2017-02-01,15.71519036456228
2010-10-18,20464,2017-03-01,819752.0,0.3252800905343141,0.23366516926642436,2017-03-01,16.91678092886629
2010-10-19,17964,2017-04-01,917716.0,0.11950443548780607,0.2022879361935156,2017-04-01,21.0
2010-10-20,20750,2017-05-01,992601.0,0.08159931830762458,-0.020781006761596027,2017-05-01,20.0
2010-10-21,21161,2017-06-01,1098294.0,0.10648085182263568,0.1402175176904422,2017-06-01,21.0
2010-10-22,20164,2017-07-01,1131838.0,0.030541913185358382,-0.047617524999410986,2017-07-01,21.0
2010-10-23,11584,2017-08-01,994199.0,-0.12160662568318081,-0.14174291453763965,2017-08-01,21.8902218516396
2010-10-24,11259,2017-09-01,934751.0,-0.05979487004110847,-0.11233012262603759,2017-09-01,18.763404115578
2010-10-25,18430,2017-10-01,973682.0,0.04164852458034279,0.030195430744342392,2017-10-01,17.9538324035881
2010-10-26,13950,2017-11-01,792082.0,-0.1865085315328824,0.11403624743671607,2017-11-01,15.9922330550896
2010-10-27,19559,2017-12-01,534088.0,-0.3257162768501241,-0.18951705299897567,2017-12-01,17.43017248230708
2010-10-28,19995,2018-01-01,645901.0,0.20935314030646635,0.011605488566009544,2018-01-01,16.0
2010-10-29,19119,2018-02-01,576425.0,-0.10756447195468036,-0.0681028211138954,2018-02-01,16.0
2010-10-30,13493,2018-03-01,604921.0,0.04943574619421434,-0.2620682840664006,2018-03-01,17.0
2010-10-31,8739,2018-04-01,824737.0,0.36337968098313667,-0.10131565756726482,2018-04-01,20.0
2010-11-01,19785,2018-05-01,1112686.0,0.34914039263425795,0.12098013199664316,2018-05-01,22.0
2010-11-02,21754,2018-06-01,1181642.0,0.06197256009332372,0.07588860541894975,2018-06-01,22.0
2010-11-03,27964,2018-07-01,1253102.0,0.060475169298315395,0.107139007525812,2018-07-01,23.0
2010-11-04,22424,2018-08-01,1058181.0,-0.15555078517151835,0.06435532524172725,2018-08-01,22.0
2010-11-05,15815,2018-09-01,1008201.0,-0.04723199528247058,0.07857707560623096,2018-09-01,19.0
2010-11-06,11877,2018-10-01,978290.0,-0.029667695231407228,0.0047325512847110245,2018-10-01,18.0
2010-11-07,9331,2018-11-01,738024.0,-0.24559793108382993,-0.0682479844258549,2018-11-01,16.0
2010-11-08,11328,2018-12-01,585430.0,-0.20676021375998613,0.09613022573059121,2018-12-01,18.0
2010-11-09,16026,2019-01-01,685798.0,0.17144321268127702,0.06176952814750248,2019-01-01,18.0
2010-11-10,19767,2019-02-01,698917.0,0.019129539602040252,0.21250292752743202,2019-02-01,20.0
2010-11-11,12901,2019-03-01,792272.0,0.13357093903854106,0.3097115160492031,2019-03-01,17.0
2010-11-12,14534,2019-04-01,890148.0,0.12353838075812347,0.07931134410121045,2019-04-01,17.0
2010-11-13,12123,2019-05-01,1006547.0,0.1307636482921941,-0.09538989436372886,2019-05-01,19.0
2010-11-14,6235,2019-06-01,1006434.0,-0.00011226500103820289,-0.14827502746178622,2019-06-01,22.0
2010-11-15,18086,2019-07-01,1152150.0,0.14478445680491717,-0.08056167813952894,2019-07-01,21.0
2010-11-16,18764,2019-08-01,1053921.0,-0.08525712797812784,-0.00402577630858993,2019-08-01,22.0
2010-11-17,17005,2019-09-01,965581.0,-0.08382032429375637,-0.042273316531128216,2019-09-01,19.0
2010-11-18,15974,2019-10-01,851999.0,-0.11763073217057916,-0.12909362254546197,2019-10-01,17.0
2010-11-19,18545,2019-11-01,729111.0,-0.1442349110738393,-0.012076843029494976,2019-11-01,15.0
2010-11-20,10806,2019-12-01,592077.0,-0.18794669124454302,0.01135404745230002,2019-12-01,17.0
2010-11-21,8356,2020-01-01,709514.0,0.19834751223236166,0.03458161149492999,2020-01-01,16.0
2010-11-22,17258,2020-02-01,640981.0,-0.09659146965387576,-0.08289396308860708,2020-02-01,19.0
2010-11-23,17427,2020-03-01,553341.0,-0.13672792173246945,-0.3015769836621766,2020-03-01,19.0
2010-11-24,18628,2020-04-01,591058.0,0.06816230859451948,-0.3360003055671641,2020-04-01,36.0
2010-11-25,16822,2020-05-01,1120620.0,0.8959560652254094,0.11333102180027362,2020-05-01,35.0
2010-11-26,16092,2020-06-01,1158021.0,0.033375274401670506,0.15061792427521328,2020-06-01,32.0
2010-11-27,7867,2020-07-01,1169418.0,0.009841790433852237,0.014987631818773597,2020-07-01,26.0
2010-11-28,6866,2020-08-01,1152864.0,-0.01415575953166447,0.09388085065199384,2020-08-01,24.0
2010-11-29,16681,2020-09-01,1137246.0,-0.013547131318178033,0.17778415275362708,2020-09-01,23.0
2010-11-30,9263,,,,,,
2010-12-01,9848,,,,,,
2010-12-02,7356,,,,,,
2010-12-03,8264,,,,,,
2010-12-04,7857,,,,,,
2010-12-05,8321,,,,,,
2010-12-06,13855,,,,,,
2010-12-07,15033,,,,,,
2010-12-08,15225,,,,,,
2010-12-09,16171,,,,,,
2010-12-10,15602,,,,,,
2010-12-11,10328,,,,,,
2010-12-12,8585,,,,,,
2010-12-13,14997,,,,,,
2010-12-14,15550,,,,,,
2010-12-15,13412,,,,,,
2010-12-16,10833,,,,,,
2010-12-17,10366,,,,,,
2010-12-18,2805,,,,,,
2010-12-19,2764,,,,,,
2010-12-20,6876,,,,,,
2010-12-21,7879,,,,,,
2010-12-22,9718,,,,,,
2010-12-23,8867,,,,,,
2010-12-24,5402,,,,,,
2010-12-25,5621,,,,,,
2010-12-26,4383,,,,,,
2010-12-27,3971,,,,,,
2010-12-28,3763,,,,,,
2010-12-29,7010,,,,,,
2010-12-30,7464,,,,,,
2010-12-31,7448,,,,,,
2011-01-01,4555,,,,,,
2011-01-02,6250,,,,,,
2011-01-03,7262,,,,,,
2011-01-04,13430,,,,,,
2011-01-05,13757,,,,,,
2011-01-06,9595,,,,,,
2011-01-07,9294,,,,,,
2011-01-08,9338,,,,,,
2011-01-09,10558,,,,,,
2011-01-10,16058,,,,,,
2011-01-11,16412,,,,,,
2011-01-12,13894,,,,,,
2011-01-13,15911,,,,,,
2011-01-14,14834,,,,,,
2011-01-15,11851,,,,,,
2011-01-16,10471,,,,,,
2011-01-17,10835,,,,,,
2011-01-18,17703,,,,,,
2011-01-19,18350,,,,,,
2011-01-20,17957,,,,,,
2011-01-21,16509,,,,,,
2011-01-22,10658,,,,,,
2011-01-23,9911,,,,,,
2011-01-24,17193,,,,,,
2011-01-25,17045,,,,,,
2011-01-26,16396,,,,,,
2011-01-27,16519,,,,,,
2011-01-28,15538,,,,,,
2011-01-29,9379,,,,,,
2011-01-30,9455,,,,,,
